mouse_id,sex,order,grain_meal_freq_per_day_day1,grain_meal_freq_per_day_day2,grain_meal_freq_per_day_day3,grain_meal_size_per_day_day1,grain_meal_size_per_day_day2,grain_meal_size_per_day_day3,grain_meals_per_day_day1,grain_meals_per_day_day2,grain_meals_per_day_day3,grain_mega_meal_freq_per_day_day1,grain_mega_meal_freq_per_day_day2,grain_mega_meal_freq_per_day_day3,grain_mega_meal_size_per_day_day1,grain_mega_meal_size_per_day_day2,grain_mega_meal_size_per_day_day3,grain_mega_meals_per_day_day1,grain_mega_meals_per_day_day2,grain_mega_meals_per_day_day3,grain_pellets_per_day_day1,grain_pellets_per_day_day2,grain_pellets_per_day_day3,grain_snack_freq_per_day_day1,grain_snack_freq_per_day_day2,grain_snack_freq_per_day_day3,grain_snack_size_per_day_day1,grain_snack_size_per_day_day2,grain_snack_size_per_day_day3,grain_snacks_per_day_day1,grain_snacks_per_day_day2,grain_snacks_per_day_day3,nr_meal_freq_per_day_day1,nr_meal_freq_per_day_day2,nr_meal_freq_per_day_day3,nr_meal_freq_per_day_day4,nr_meal_freq_per_day_day5,nr_meal_freq_per_day_day6,nr_meal_freq_per_day_day7,nr_meal_size_per_day_day1,nr_meal_size_per_day_day2,nr_meal_size_per_day_day3,nr_meal_size_per_day_day4,nr_meal_size_per_day_day5,nr_meal_size_per_day_day6,nr_meal_size_per_day_day7,nr_meals_per_day_day1,nr_meals_per_day_day2,nr_meals_per_day_day3,nr_meals_per_day_day4,nr_meals_per_day_day5,nr_meals_per_day_day6,nr_meals_per_day_day7,nr_mega_meal_freq_per_day_day1,nr_mega_meal_freq_per_day_day2,nr_mega_meal_freq_per_day_day3,nr_mega_meal_freq_per_day_day4,nr_mega_meal_freq_per_day_day5,nr_mega_meal_freq_per_day_day6,nr_mega_meal_freq_per_day_day7,nr_mega_meal_size_per_day_day1,nr_mega_meal_size_per_day_day2,nr_mega_meal_size_per_day_day3,nr_mega_meal_size_per_day_day4,nr_mega_meal_size_per_day_day5,nr_mega_meal_size_per_day_day6,nr_mega_meal_size_per_day_day7,nr_mega_meals_per_day_day1,nr_mega_meals_per_day_day2,nr_mega_meals_per_day_day3,nr_mega_meals_per_day_day4,nr_mega_meals_per_day_day5,nr_mega_meals_per_day_day6,nr_mega_meals_per_day_day7,nr_pellets_per_day_day1,nr_pellets_per_day_day2,nr_pellets_per_day_day3,nr_pellets_per_day_day4,nr_pellets_per_day_day5,nr_pellets_per_day_day6,nr_pellets_per_day_day7,nr_snack_freq_per_day_day1,nr_snack_freq_per_day_day2,nr_snack_freq_per_day_day3,nr_snack_freq_per_day_day4,nr_snack_freq_per_day_day5,nr_snack_freq_per_day_day6,nr_snack_freq_per_day_day7,nr_snack_size_per_day_day1,nr_snack_size_per_day_day2,nr_snack_size_per_day_day3,nr_snack_size_per_day_day4,nr_snack_size_per_day_day5,nr_snack_size_per_day_day6,nr_snack_size_per_day_day7,nr_snacks_per_day_day1,nr_snacks_per_day_day2,nr_snacks_per_day_day3,nr_snacks_per_day_day4,nr_snacks_per_day_day5,nr_snacks_per_day_day6,nr_snacks_per_day_day7,pr_meal_freq_per_day_day1,pr_meal_freq_per_day_day2,pr_meal_freq_per_day_day3,pr_meal_freq_per_day_day4,pr_meal_freq_per_day_day5,pr_meal_freq_per_day_day6,pr_meal_freq_per_day_day7,pr_meal_size_per_day_day1,pr_meal_size_per_day_day2,pr_meal_size_per_day_day3,pr_meal_size_per_day_day4,pr_meal_size_per_day_day5,pr_meal_size_per_day_day6,pr_meal_size_per_day_day7,pr_meals_per_day_day1,pr_meals_per_day_day2,pr_meals_per_day_day3,pr_meals_per_day_day4,pr_meals_per_day_day5,pr_meals_per_day_day6,pr_meals_per_day_day7,pr_mega_meal_freq_per_day_day1,pr_mega_meal_freq_per_day_day2,pr_mega_meal_freq_per_day_day3,pr_mega_meal_freq_per_day_day4,pr_mega_meal_freq_per_day_day5,pr_mega_meal_freq_per_day_day6,pr_mega_meal_freq_per_day_day7,pr_mega_meal_size_per_day_day1,pr_mega_meal_size_per_day_day2,pr_mega_meal_size_per_day_day3,pr_mega_meal_size_per_day_day4,pr_mega_meal_size_per_day_day5,pr_mega_meal_size_per_day_day6,pr_mega_meal_size_per_day_day7,pr_mega_meals_per_day_day1,pr_mega_meals_per_day_day2,pr_mega_meals_per_day_day3,pr_mega_meals_per_day_day4,pr_mega_meals_per_day_day5,pr_mega_meals_per_day_day6,pr_mega_meals_per_day_day7,pr_pellets_per_day_day1,pr_pellets_per_day_day2,pr_pellets_per_day_day3,pr_pellets_per_day_day4,pr_pellets_per_day_day5,pr_pellets_per_day_day6,pr_pellets_per_day_day7,pr_snack_freq_per_day_day1,pr_snack_freq_per_day_day2,pr_snack_freq_per_day_day3,pr_snack_freq_per_day_day4,pr_snack_freq_per_day_day5,pr_snack_freq_per_day_day6,pr_snack_freq_per_day_day7,pr_snack_size_per_day_day1,pr_snack_size_per_day_day2,pr_snack_size_per_day_day3,pr_snack_size_per_day_day4,pr_snack_size_per_day_day5,pr_snack_size_per_day_day6,pr_snack_size_per_day_day7,pr_snacks_per_day_day1,pr_snacks_per_day_day2,pr_snacks_per_day_day3,pr_snacks_per_day_day4,pr_snacks_per_day_day5,pr_snacks_per_day_day6,pr_snacks_per_day_day7
FEDXA11,M,1.0,1.875,1.375,0.625,3.088888888888889,3.4242424242424243,3.3333333333333335,45,33,15,0.625,0.4583333333333333,0.7916666666666666,7.8,9.545454545454545,8.210526315789474,15,11,19,292,237,214,1.5,0.7916666666666666,0.3333333333333333,1.0,1.0,1.0,36,19,8,1.1666666666666667,1.2916666666666667,1.5416666666666667,1.5833333333333333,1.5833333333333333,1.25,1.125,3.5714285714285716,3.193548387096774,3.324324324324324,3.026315789473684,2.9473684210526314,3.1,3.2222222222222223,28,31,37,38,38,30,27,0.4583333333333333,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.3333333333333333,0.2916666666666667,0.4166666666666667,8.454545454545455,6.142857142857143,7.428571428571429,8.857142857142858,6.625,8.428571428571429,7.1,11,7,7,7,8,7,10,201,161,194,206,194,182,187,0.3333333333333333,0.7916666666666666,0.7916666666666666,1.2083333333333333,1.2083333333333333,1.25,1.2083333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,19,19,29,29,30,29,1.125,0.5,1.6666666666666667,2.1666666666666665,2.0,2.2083333333333335,1.9583333333333333,3.0,2.5,2.85,2.9038461538461537,3.0208333333333335,2.792452830188679,3.0851063829787235,27,12,40,52,48,53,47,0.20833333333333334,0.125,0.20833333333333334,0.25,0.20833333333333334,0.375,0.2916666666666667,8.2,9.666666666666666,12.2,7.333333333333333,6.6,6.888888888888889,6.857142857142857,5,3,5,6,5,9,7,148,84,210,232,224,249,230,1.0833333333333333,1.0416666666666667,1.4583333333333333,1.5416666666666667,1.9166666666666667,1.625,1.5416666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,26,25,35,37,46,39,37
FEDXA12,M,1.0,1.625,1.3333333333333333,1.3333333333333333,3.0,3.34375,3.21875,39,32,32,0.4583333333333333,0.375,0.5,8.0,6.888888888888889,7.333333333333333,11,9,12,223,193,206,0.75,1.0,0.625,1.0,1.0,1.0,18,24,15,1.3333333333333333,1.2916666666666667,1.625,1.375,1.5833333333333333,1.7916666666666667,1.9166666666666667,3.53125,3.096774193548387,3.230769230769231,3.303030303030303,3.236842105263158,3.4186046511627906,3.4782608695652173,32,31,39,33,38,43,46,0.2916666666666667,0.5,0.25,0.3333333333333333,0.2916666666666667,0.16666666666666666,0.125,8.857142857142858,6.083333333333333,7.0,7.5,6.142857142857143,8.0,9.333333333333334,7,12,6,8,7,4,3,194,192,189,186,186,202,212,0.7916666666666666,0.9583333333333334,0.875,0.7083333333333334,0.8333333333333334,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,19,23,21,17,20,23,24,1.625,2.25,2.4583333333333335,2.2916666666666665,1.25,1.3333333333333333,1.625,3.358974358974359,3.0,2.9491525423728815,2.8727272727272726,3.2,3.625,3.1538461538461537,39,54,59,55,30,32,39,0.125,0.2916666666666667,0.25,0.375,0.6666666666666666,0.4583333333333333,0.4583333333333333,7.333333333333333,7.571428571428571,7.666666666666667,8.11111111111111,7.875,7.454545454545454,8.272727272727273,3,7,6,9,16,11,11,166,237,250,258,243,213,229,0.5416666666666666,0.875,1.2916666666666667,1.125,0.875,0.625,0.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13,21,31,27,21,15,15
FEDXB01,F,2.0,1.2916666666666667,1.0833333333333333,0.9166666666666666,2.870967741935484,3.1538461538461537,3.6363636363636362,31,26,22,0.4583333333333333,0.8333333333333334,0.7916666666666666,8.090909090909092,8.3,7.842105263157895,11,20,19,191,264,234,0.5416666666666666,0.6666666666666666,0.20833333333333334,1.0,1.0,1.0,13,16,5,2.5833333333333335,1.875,1.7916666666666667,1.7916666666666667,1.4583333333333333,2.5833333333333335,2.125,3.064516129032258,3.3777777777777778,3.0,2.953488372093023,3.257142857142857,2.903225806451613,3.392156862745098,62,45,43,43,35,62,51,0.25,0.25,0.16666666666666666,0.125,0.08333333333333333,0.08333333333333333,0.16666666666666666,6.666666666666667,6.5,7.5,6.0,8.0,6.5,7.5,6,6,4,3,2,2,4,242,210,166,155,144,209,215,0.5416666666666666,0.75,0.2916666666666667,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13,18,7,10,14,16,12,0.875,1.5833333333333333,2.7083333333333335,2.7083333333333335,2.9166666666666665,2.875,2.3333333333333335,2.8095238095238093,3.0526315789473686,2.7846153846153845,2.6307692307692307,2.8,2.8405797101449277,2.6964285714285716,21,38,65,65,70,69,56,0.125,0.041666666666666664,0.0,0.125,0.041666666666666664,0.041666666666666664,0.0,7.0,11.0,0.0,7.333333333333333,6.0,7.0,0.0,3,1,0,3,1,1,0,96,151,213,228,236,244,177,0.6666666666666666,1.0,1.3333333333333333,1.4583333333333333,1.4166666666666667,1.7083333333333333,1.0833333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16,24,32,35,34,41,26
FEDXB02,F,2.0,2.375,1.9166666666666667,1.25,2.807017543859649,3.0652173913043477,3.1,57,46,30,0.08333333333333333,0.16666666666666666,0.4166666666666667,6.5,7.0,7.5,2,4,10,202,203,175,1.2083333333333333,1.4166666666666667,0.2916666666666667,1.0,1.0,1.0,29,34,7,1.5416666666666667,1.5833333333333333,1.3333333333333333,1.4166666666666667,0.9583333333333334,1.8333333333333333,1.5,3.4054054054054053,3.6052631578947367,3.4375,3.0294117647058822,3.4782608695652173,3.022727272727273,3.7777777777777777,37,38,32,34,23,44,36,0.2916666666666667,0.3333333333333333,0.20833333333333334,0.2916666666666667,0.20833333333333334,0.2916666666666667,0.3333333333333333,6.142857142857143,6.75,6.0,6.285714285714286,6.6,6.142857142857143,6.75,7,8,5,7,5,7,8,181,198,149,148,116,185,195,0.5,0.2916666666666667,0.375,0.041666666666666664,0.125,0.375,0.20833333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,7,9,1,3,9,5,1.25,2.0416666666666665,2.875,1.5,2.0833333333333335,2.25,1.2083333333333333,3.1333333333333333,2.8979591836734695,2.5942028985507246,2.861111111111111,3.0,3.0,3.3793103448275863,30,49,69,36,50,54,29,0.3333333333333333,0.16666666666666666,0.125,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.3333333333333333,10.0,6.0,6.0,11.5,6.0,8.0,6.375,8,4,3,2,1,1,8,210,227,267,149,182,191,166,1.5,2.5416666666666665,2.9166666666666665,0.9166666666666666,1.125,0.875,0.7083333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36,61,70,22,27,21,17
FEDXB03,F,2.0,0.875,1.75,1.2916666666666667,2.8095238095238093,3.0476190476190474,3.4838709677419355,21,42,31,0.041666666666666664,0.375,0.4583333333333333,6.0,6.555555555555555,6.545454545454546,1,9,11,82,218,185,0.7083333333333334,1.2916666666666667,0.20833333333333334,1.0,1.0,1.0,17,31,5,2.5,2.6666666666666665,2.4583333333333335,2.0,2.0416666666666665,1.8333333333333333,1.5,3.1,3.28125,3.1016949152542375,3.0416666666666665,3.020408163265306,3.4318181818181817,3.5833333333333335,60,64,59,48,49,44,36,0.16666666666666666,0.041666666666666664,0.16666666666666666,0.125,0.041666666666666664,0.0,0.20833333333333334,7.0,7.0,6.25,6.333333333333333,7.0,0.0,6.4,4,1,4,3,1,0,5,236,236,227,185,179,162,167,0.9166666666666666,0.7916666666666666,0.7916666666666666,0.8333333333333334,1.0,0.4583333333333333,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22,19,19,20,24,11,6,1.3333333333333333,1.7083333333333333,2.25,2.4166666666666665,2.6666666666666665,2.9166666666666665,2.1666666666666665,2.75,2.6341463414634148,2.888888888888889,2.8793103448275863,2.875,3.2142857142857144,3.0,32,41,54,58,64,70,52,0.08333333333333333,0.0,0.125,0.0,0.125,0.16666666666666666,0.125,8.5,0.0,6.333333333333333,0.0,9.0,7.0,6.0,2,0,3,0,3,4,3,128,139,219,216,244,281,204,0.9583333333333334,1.2916666666666667,1.8333333333333333,2.0416666666666665,1.375,1.1666666666666667,1.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23,31,44,49,33,28,30
FEDXB04,F,2.0,1.5833333333333333,1.0,1.375,3.0,3.375,2.9696969696969697,38,24,33,0.08333333333333333,0.4583333333333333,0.3333333333333333,6.0,6.7272727272727275,7.25,2,11,8,141,160,173,0.625,0.20833333333333334,0.7083333333333334,1.0,1.0,1.0,15,5,17,1.8333333333333333,1.2083333333333333,1.3333333333333333,0.9583333333333334,0.5416666666666666,0.9583333333333334,0.9583333333333334,3.3181818181818183,3.413793103448276,3.71875,3.6956521739130435,3.8461538461538463,3.391304347826087,3.3043478260869565,44,29,32,23,13,23,23,0.375,0.625,0.375,0.4583333333333333,0.5833333333333334,0.625,0.4583333333333333,6.888888888888889,7.933333333333334,7.333333333333333,8.363636363636363,7.428571428571429,7.0,7.363636363636363,9,15,9,11,14,15,11,222,228,196,182,160,189,165,0.5,0.5,0.4583333333333333,0.20833333333333334,0.25,0.25,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12,12,11,5,6,6,8,0.9166666666666666,1.5,1.875,1.9583333333333333,1.4583333333333333,1.875,2.125,2.772727272727273,2.5555555555555554,2.577777777777778,2.595744680851064,2.8857142857142857,3.0444444444444443,3.156862745098039,22,36,45,47,35,45,51,0.0,0.041666666666666664,0.125,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.0,6.0,6.666666666666667,6.75,7.166666666666667,7.25,6.5,0,1,3,4,6,4,4,96,151,191,194,186,198,205,1.4583333333333333,2.2083333333333335,2.2916666666666665,1.875,1.75,1.3333333333333333,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,35,53,55,45,42,32,18
FEDXB05,F,2.0,1.5833333333333333,1.5,1.4166666666666667,3.1578947368421053,3.361111111111111,3.7058823529411766,38,36,34,0.7916666666666666,0.3333333333333333,0.20833333333333334,7.578947368421052,7.0,7.6,19,8,5,290,200,172,1.0833333333333333,0.9583333333333334,0.3333333333333333,1.0,1.0,1.0,26,23,8,1.7083333333333333,1.9166666666666667,2.0833333333333335,1.4166666666666667,1.3333333333333333,2.0416666666666665,1.75,3.8536585365853657,3.5869565217391304,3.36,4.0,3.34375,3.1020408163265305,3.1666666666666665,41,46,50,34,32,49,42,0.4583333333333333,0.25,0.20833333333333334,0.25,0.25,0.125,0.375,6.545454545454546,6.333333333333333,6.4,6.333333333333333,6.166666666666667,8.333333333333334,7.333333333333333,11,6,5,6,6,3,9,235,212,207,184,158,206,222,0.20833333333333334,0.375,0.2916666666666667,0.4166666666666667,0.5833333333333334,1.2083333333333333,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,9,7,10,14,29,23,1.6666666666666667,1.6666666666666667,1.875,2.0833333333333335,1.9583333333333333,2.0416666666666665,1.7916666666666667,2.775,2.45,2.8666666666666667,3.1,3.234042553191489,3.4081632653061225,3.6744186046511627,40,40,45,50,47,49,43,0.08333333333333333,0.041666666666666664,0.20833333333333334,0.08333333333333333,0.125,0.375,0.25,7.0,6.0,8.2,6.5,8.333333333333334,6.777777777777778,6.5,2,1,5,2,3,9,6,154,157,200,203,203,246,220,1.2083333333333333,2.2083333333333335,1.25,1.4583333333333333,1.0833333333333333,0.75,0.9583333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,29,53,30,35,26,18,23
FEDXB06,F,2.0,1.8333333333333333,1.1666666666666667,1.0416666666666667,3.75,3.5,3.8,44,28,25,0.75,0.375,0.625,7.388888888888889,7.888888888888889,7.333333333333333,18,9,15,311,173,208,0.5416666666666666,0.16666666666666666,0.125,1.0,1.0,1.0,13,4,3,1.0416666666666667,2.5,1.7916666666666667,2.0,1.5,1.75,1.0833333333333333,3.28,3.3,3.558139534883721,3.6666666666666665,3.388888888888889,3.238095238095238,3.8461538461538463,25,60,43,48,36,42,26,0.125,0.4166666666666667,0.3333333333333333,0.25,0.625,0.9583333333333334,1.0416666666666667,12.0,7.9,7.125,7.0,7.133333333333334,7.3478260869565215,7.4,3,10,8,6,15,23,25,136,303,230,230,240,321,294,0.75,1.0833333333333333,0.8333333333333334,0.5,0.4583333333333333,0.6666666666666666,0.375,1.0,1.0,1.0,1.0,1.0,1.0,1.0,18,26,20,12,11,16,9,1.7083333333333333,1.4166666666666667,2.375,2.2083333333333335,2.4166666666666665,2.125,1.4583333333333333,2.6341463414634148,3.0294117647058822,2.807017543859649,2.9245283018867925,2.8620689655172415,2.9215686274509802,3.2285714285714286,41,34,57,53,58,51,35,0.0,0.125,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.20833333333333334,0.125,0.0,6.0,6.0,6.0,6.0,6.4,7.666666666666667,0,3,4,2,4,5,3,130,137,209,203,214,194,158,0.9166666666666666,0.6666666666666666,1.0416666666666667,1.5,1.0,0.5416666666666666,0.9166666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,22,16,25,36,24,13,22
FEDXB07,F,1.0,1.5833333333333333,1.125,1.0833333333333333,2.973684210526316,3.3333333333333335,3.8076923076923075,38,27,26,0.75,0.5416666666666666,0.7083333333333334,7.166666666666667,6.538461538461538,6.882352941176471,18,13,17,277,182,230,1.4583333333333333,0.2916666666666667,0.5833333333333334,1.0,1.0,1.0,35,7,14,1.125,1.3333333333333333,1.2916666666666667,1.5,1.75,1.4583333333333333,1.0416666666666667,3.4074074074074074,3.4375,3.7096774193548385,3.361111111111111,3.4285714285714284,3.4,3.4,27,32,31,36,42,35,25,0.5416666666666666,0.4583333333333333,0.4166666666666667,0.375,0.4583333333333333,0.375,0.5,7.769230769230769,6.545454545454546,7.7,6.888888888888889,6.636363636363637,7.666666666666667,7.583333333333333,13,11,10,9,11,9,12,201,184,210,195,223,207,188,0.3333333333333333,0.08333333333333333,0.75,0.5,0.25,0.7916666666666666,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,2,18,12,6,19,12,1.75,1.6666666666666667,2.5833333333333335,2.25,2.4583333333333335,2.9166666666666665,2.9166666666666665,3.0952380952380953,3.325,3.5,3.3703703703703702,3.3559322033898304,3.257142857142857,3.342857142857143,42,40,62,54,59,70,70,0.041666666666666664,0.375,0.16666666666666666,0.3333333333333333,0.4166666666666667,0.16666666666666666,0.25,6.0,6.333333333333333,6.5,6.5,6.6,6.5,6.0,1,9,4,8,10,4,6,145,212,261,252,285,283,285,0.375,0.9166666666666666,0.75,0.75,0.875,1.2083333333333333,0.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9,22,18,18,21,29,15
FEDXB08,F,1.0,0.9583333333333334,0.5416666666666666,0.20833333333333334,3.260869565217391,3.8461538461538463,4.6,23,13,5,0.3333333333333333,0.8333333333333334,0.7083333333333334,6.5,8.8,8.470588235294118,8,20,17,150,232,169,0.9583333333333334,0.25,0.08333333333333333,1.0,1.0,1.0,23,6,2,0.7916666666666666,0.7083333333333334,1.0833333333333333,0.875,0.625,0.9583333333333334,0.4583333333333333,3.526315789473684,3.8823529411764706,3.576923076923077,3.857142857142857,4.2,3.6956521739130435,3.727272727272727,19,17,26,21,15,23,11,0.5833333333333334,0.5833333333333334,0.5,0.4583333333333333,0.5416666666666666,0.6666666666666666,0.7083333333333334,7.571428571428571,7.857142857142857,8.0,7.636363636363637,7.615384615384615,7.3125,7.9411764705882355,14,14,12,11,13,16,17,174,179,191,170,169,209,178,0.041666666666666664,0.125,0.08333333333333333,0.20833333333333334,0.2916666666666667,0.2916666666666667,0.08333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3,2,5,7,7,2,1.2916666666666667,1.375,1.0833333333333333,0.7083333333333334,1.0,1.5416666666666667,1.5416666666666667,3.193548387096774,3.6363636363636362,3.8461538461538463,4.117647058823529,3.125,3.7837837837837838,3.5135135135135136,31,33,26,17,24,37,37,0.20833333333333334,0.4166666666666667,0.4166666666666667,0.5416666666666666,0.625,0.3333333333333333,0.2916666666666667,7.0,7.7,7.0,7.538461538461538,6.866666666666666,8.125,6.714285714285714,5,10,10,13,15,8,7,149,207,175,174,182,214,185,0.625,0.4583333333333333,0.16666666666666666,0.25,0.16666666666666666,0.375,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15,11,4,6,4,9,8
FEDXB10,F,1.0,2.0,1.5416666666666667,1.8333333333333333,3.0625,3.1621621621621623,3.3181818181818183,48,37,44,0.4166666666666667,0.375,0.2916666666666667,7.3,6.777777777777778,7.0,10,9,7,249,204,212,1.2083333333333333,1.0833333333333333,0.7083333333333334,1.0,1.0,1.0,29,26,17,1.6666666666666667,1.75,2.625,2.1666666666666665,2.25,2.25,2.0,2.975,2.738095238095238,2.6984126984126986,2.9615384615384617,2.9444444444444446,2.8333333333333335,2.8333333333333335,40,42,63,52,54,54,48,0.16666666666666666,0.125,0.16666666666666666,0.08333333333333333,0.20833333333333334,0.25,0.375,8.0,9.0,6.25,9.0,8.2,6.833333333333333,7.444444444444445,4,3,4,2,5,6,9,164,173,226,210,232,235,222,0.5416666666666666,1.2916666666666667,1.2916666666666667,1.5833333333333333,1.3333333333333333,1.7083333333333333,0.7916666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13,31,31,38,32,41,19,2.4166666666666665,3.4583333333333335,2.875,2.375,1.7916666666666667,2.4166666666666665,2.5833333333333335,2.8620689655172415,2.8433734939759034,2.7246376811594204,2.6666666666666665,2.86046511627907,2.706896551724138,2.6451612903225805,58,83,69,57,43,58,62,0.125,0.041666666666666664,0.125,0.041666666666666664,0.125,0.16666666666666666,0.16666666666666666,6.666666666666667,7.0,7.0,6.0,6.666666666666667,7.25,7.25,3,1,3,1,3,4,4,210,268,240,192,172,220,240,1.0,1.0416666666666667,1.2916666666666667,1.4166666666666667,1.2083333333333333,1.4166666666666667,1.9583333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,24,25,31,34,29,34,47
FEDXB11,F,1.0,1.625,2.0833333333333335,1.75,3.6153846153846154,3.1,3.0714285714285716,39,50,42,0.4583333333333333,0.20833333333333334,0.4583333333333333,8.818181818181818,7.4,6.454545454545454,11,5,11,247,202,212,0.375,0.4166666666666667,0.5,1.0,1.0,1.0,9,10,12,1.75,1.7083333333333333,1.9583333333333333,1.8333333333333333,1.7916666666666667,1.625,1.7916666666666667,2.5952380952380953,2.317073170731707,2.4468085106382977,2.5454545454545454,2.7674418604651163,2.7435897435897436,2.6511627906976742,42,41,47,44,43,39,43,0.08333333333333333,0.041666666666666664,0.041666666666666664,0.125,0.25,0.25,0.08333333333333333,6.5,6.0,6.0,6.666666666666667,6.333333333333333,6.666666666666667,8.5,2,1,1,3,6,6,2,155,157,173,182,193,187,165,1.375,2.3333333333333335,2.1666666666666665,2.0833333333333335,1.5,1.6666666666666667,1.4166666666666667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,33,56,52,50,36,40,34,1.4583333333333333,1.5833333333333333,1.4166666666666667,1.625,1.4166666666666667,1.7083333333333333,1.8333333333333333,2.4285714285714284,2.4210526315789473,2.3823529411764706,2.4871794871794872,2.6176470588235294,2.658536585365854,2.8181818181818183,35,38,34,39,34,41,44,0.08333333333333333,0.16666666666666666,0.041666666666666664,0.0,0.08333333333333333,0.16666666666666666,0.041666666666666664,6.0,6.25,7.0,0.0,6.5,6.5,6.0,2,4,1,0,2,4,1,139,184,126,137,140,176,181,1.75,2.7916666666666665,1.5833333333333333,1.6666666666666667,1.5833333333333333,1.7083333333333333,2.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,42,67,38,40,38,41,51
FEDXB12,F,1.0,1.0,0.625,0.25,2.9166666666666665,3.1333333333333333,3.8333333333333335,24,15,6,0.7083333333333334,0.8333333333333334,0.8333333333333334,7.352941176470588,8.45,8.8,17,20,20,209,218,201,0.5833333333333334,0.08333333333333333,0.08333333333333333,1.0,1.0,1.0,14,2,2,0.6666666666666666,0.875,0.8333333333333334,0.5833333333333334,0.8333333333333334,0.5833333333333334,0.3333333333333333,3.3125,3.4761904761904763,3.45,3.642857142857143,3.6,3.4285714285714284,4.125,16,21,20,14,20,14,8,0.625,0.625,0.5833333333333334,0.7083333333333334,0.7083333333333334,0.75,0.6666666666666666,7.4,7.4,7.285714285714286,7.294117647058823,8.235294117647058,7.444444444444445,8.25,15,15,14,17,17,18,16,167,186,178,177,218,182,165,0.125,0.08333333333333333,0.2916666666666667,0.08333333333333333,0.25,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,2,7,2,6,0,0,0.7916666666666666,0.875,0.5416666666666666,0.625,0.9166666666666666,1.0,0.9583333333333334,3.4210526315789473,3.4761904761904763,3.0,3.8,3.090909090909091,3.75,3.739130434782609,19,21,13,15,22,24,23,0.4166666666666667,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.5,0.7083333333333334,0.625,7.6,8.142857142857142,8.1875,8.428571428571429,8.833333333333334,7.235294117647059,7.066666666666666,10,14,16,14,12,17,15,149,189,176,176,182,216,198,0.3333333333333333,0.125,0.20833333333333334,0.08333333333333333,0.2916666666666667,0.125,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8,3,5,2,7,3,6
