"diet","sex","order","hour","emmean","SE","df","lower.CL","upper.CL"
"PR","F","1","8",0.057142857142995,0.127576092609604,247.070802102258,-0.194132542743906,0.308418257029896
"NR","M","1","8",0.28571428571424,0.116460506201081,247.070802102297,0.0563322779405942,0.515096293487885
"PR","M","1","8",0.214285714285668,0.116460506201081,247.070802102302,-0.0150962934879777,0.443667722059313
"NR","F","2","8",0.0952380952380479,0.116460506201081,247.070802102302,-0.134143912535597,0.324620103011693
"PR","F","2","8",0.0476190476190003,0.116460506201081,247.070802102302,-0.181762960154645,0.277001055392646
"NR","M","2","8",0.285714285714284,0.116460506201081,247.070802102297,0.0563322779406386,0.515096293487929
"PR","M","2","8",0.285714285714284,0.116460506201081,247.070802102293,0.0563322779406391,0.515096293487928
"NR","F","1","9",0.200000000000139,0.127576092609604,247.070802102254,-0.0512753998867614,0.45127539988704
"PR","F","1","9",0.0857142857144239,0.127576092609604,247.070802102258,-0.165561114172477,0.336989685601325
"NR","M","1","9",0.166666666666621,0.116460506201081,247.070802102302,-0.0627153411070244,0.396048674440266
"PR","M","1","9",0.261904761904716,0.116460506201081,247.070802102297,0.0325227541310706,0.491286769678361
"NR","F","2","9",0.119047619047572,0.116460506201081,247.070802102297,-0.110334388726073,0.348429626821217
"PR","F","2","9",0.119047619047572,0.116460506201082,247.070802102302,-0.110334388726074,0.348429626821218
"NR","M","2","9",0.214285714285712,0.116460506201081,247.07080210228,-0.0150962934879332,0.443667722059358
"PR","M","2","9",0.166666666666665,0.116460506201081,247.070802102288,-0.0627153411069808,0.39604867444031
"NR","F","1","10",0.314285714285852,0.127576092609604,247.070802102258,0.0630103143989511,0.565561114172753
"PR","F","1","10",0.228571428571567,0.127576092609604,247.070802102258,-0.0227039713153334,0.479846828458468
"NR","M","1","10",0.40476190476186,0.116460506201081,247.070802102302,0.175379896988214,0.634143912535505
"PR","M","1","10",0.309523809523763,0.116460506201081,247.070802102302,0.0801418017501181,0.538905817297408
"NR","F","2","10",0.0952380952380485,0.116460506201081,247.070802102297,-0.134143912535597,0.324620103011694
"PR","F","2","10",0.0238095238094765,0.116460506201081,247.070802102302,-0.205572483964169,0.253191531583122
"NR","M","2","10",0.309523809523808,0.116460506201081,247.070802102297,0.0801418017501631,0.538905817297452
"PR","M","2","10",0.26190476190476,0.116460506201081,247.070802102288,0.0325227541311162,0.491286769678404
"NR","F","1","11",0.542857142857281,0.127576092609605,247.070802102258,0.29158174297038,0.794132542744182
"PR","F","1","11",0.171428571428709,0.127576092609604,247.070802102258,-0.0798468284581916,0.42270397131561
"NR","M","1","11",0.571428571428526,0.116460506201081,247.070802102302,0.342046563654881,0.800810579202171
"PR","M","1","11",0.47619047619043,0.116460506201081,247.070802102302,0.246808468416785,0.705572483964075
"NR","F","2","11",0.309523809523763,0.116460506201081,247.070802102297,0.0801418017501177,0.538905817297408
"PR","F","2","11",0.142857142857096,0.116460506201081,247.070802102297,-0.0865248649165499,0.372239150630741
"NR","M","2","11",0.57142857142857,0.116460506201081,247.070802102284,0.342046563654925,0.800810579202215
"PR","M","2","11",0.26190476190476,0.116460506201081,247.07080210228,0.0325227541311141,0.491286769678406
"NR","F","1","12",0.714285714285854,0.127576092609604,247.070802102258,0.463010314398953,0.965561114172755
"PR","F","1","12",0.514285714285852,0.127576092609604,247.070802102258,0.263010314398951,0.765561114172753
"NR","M","1","12",0.452380952380907,0.116460506201081,247.070802102302,0.222998944607262,0.681762960154552
"PR","M","1","12",0.595238095238049,0.116460506201081,247.070802102302,0.365856087464404,0.824620103011694
"NR","F","2","12",0.476190476190429,0.116460506201081,247.070802102302,0.246808468416784,0.705572483964074
"PR","F","2","12",0.238095238095191,0.116460506201081,247.070802102297,0.00871323032154595,0.467477245868837
"NR","M","2","12",0.428571428571427,0.116460506201081,247.070802102293,0.199189420797783,0.657953436345072
"PR","M","2","12",0.214285714285712,0.116460506201082,247.070802102302,-0.0150962934879338,0.443667722059358
"NR","F","1","13",0.542857142857281,0.127576092609604,247.070802102258,0.29158174297038,0.794132542744182
"PR","F","1","13",0.285714285714423,0.127576092609604,247.070802102258,0.0344388858275222,0.536989685601324
"NR","M","1","13",0.285714285714239,0.116460506201081,247.070802102306,0.0563322779405943,0.515096293487884
"PR","M","1","13",0.214285714285668,0.116460506201081,247.070802102297,-0.0150962934879771,0.443667722059314
"NR","F","2","13",0.35714285714281,0.116460506201081,247.070802102297,0.127760849369164,0.586524864916455
"PR","F","2","13",0.119047619047572,0.116460506201081,247.070802102297,-0.110334388726074,0.348429626821217
"NR","M","2","13",0.428571428571427,0.116460506201081,247.070802102293,0.199189420797782,0.657953436345072
"PR","M","2","13",0.0714285714285689,0.116460506201082,247.070802102275,-0.157953436345077,0.300810579202215
"NR","F","1","14",0.942857142857282,0.127576092609604,247.070802102258,0.691581742970381,1.19413254274418
"PR","F","1","14",0.457142857142994,0.127576092609604,247.070802102258,0.205867457256093,0.708418257029895
"NR","M","1","14",0.476190476190431,0.116460506201081,247.070802102306,0.246808468416786,0.705572483964076
"PR","M","1","14",0.333333333333287,0.116460506201081,247.070802102302,0.103951325559642,0.562715341106932
"NR","F","2","14",0.642857142857096,0.116460506201081,247.070802102302,0.413475135083451,0.872239150630741
"PR","F","2","14",0.119047619047572,0.116460506201082,247.070802102297,-0.110334388726074,0.348429626821218
"NR","M","2","14",1.26190476190476,0.116460506201081,247.070802102293,1.03252275413111,1.4912867696784
"PR","M","2","14",0.26190476190476,0.116460506201082,247.07080210228,0.0325227541311137,0.491286769678406
"NR","F","1","15",0.657142857142996,0.127576092609604,247.070802102254,0.405867457256095,0.908418257029896
"PR","F","1","15",0.771428571428709,0.127576092609604,247.070802102258,0.520153171541808,1.02270397131561
"NR","M","1","15",0.66666666666662,0.116460506201081,247.070802102302,0.437284658892975,0.896048674440265
"PR","M","1","15",0.404761904761859,0.116460506201081,247.070802102302,0.175379896988214,0.634143912535504
"NR","F","2","15",0.738095238095191,0.116460506201081,247.070802102297,0.508713230321546,0.967477245868836
"PR","F","2","15",0.214285714285667,0.116460506201081,247.070802102297,-0.0150962934879784,0.443667722059313
"NR","M","2","15",1.35714285714286,0.116460506201081,247.070802102288,1.12776084936921,1.5865248649165
"PR","M","2","15",0.404761904761903,0.116460506201081,247.070802102293,0.175379896988257,0.634143912535548
"NR","F","1","16",0.857142857142997,0.127576092609604,247.070802102254,0.605867457256097,1.1084182570299
"PR","F","1","16",0.600000000000137,0.127576092609604,247.070802102254,0.348724600113236,0.851275399887038
"NR","M","1","16",0.642857142857097,0.116460506201081,247.070802102302,0.413475135083452,0.872239150630743
"PR","M","1","16",0.476190476190431,0.116460506201081,247.070802102297,0.246808468416786,0.705572483964076
"NR","F","2","16",0.785714285714239,0.116460506201081,247.070802102297,0.556332277940594,1.01509629348788
"PR","F","2","16",0.16666666666662,0.116460506201081,247.070802102293,-0.0627153411070254,0.396048674440265
"NR","M","2","16",1.52380952380952,0.116460506201081,247.070802102293,1.29442751603588,1.75319153158317
"PR","M","2","16",0.238095238095236,0.116460506201081,247.070802102288,0.00871323032159044,0.467477245868882
"NR","F","1","17",0.77142857142871,0.127576092609605,247.070802102254,0.520153171541809,1.02270397131561
"PR","F","1","17",0.657142857142995,0.127576092609604,247.070802102258,0.405867457256094,0.908418257029896
"NR","M","1","17",0.690476190476145,0.116460506201081,247.070802102302,0.461094182702499,0.91985819824979
"PR","M","1","17",0.547619047619002,0.116460506201081,247.070802102297,0.318237039845356,0.777001055392648
"NR","F","2","17",0.66666666666662,0.116460506201081,247.070802102302,0.437284658892974,0.896048674440265
"PR","F","2","17",0.333333333333286,0.116460506201081,247.070802102297,0.10395132555964,0.562715341106932
"NR","M","2","17",1.35714285714285,0.116460506201081,247.070802102288,1.12776084936921,1.5865248649165
"PR","M","2","17",0.357142857142855,0.116460506201082,247.07080210228,0.127760849369209,0.586524864916501
"NR","F","1","18",0.714285714285852,0.127576092609604,247.070802102249,0.463010314398951,0.965561114172753
"PR","F","1","18",0.657142857142994,0.127576092609604,247.070802102258,0.405867457256093,0.908418257029895
"NR","M","1","18",0.428571428571383,0.116460506201081,247.070802102302,0.199189420797738,0.657953436345028
"PR","M","1","18",0.404761904761859,0.116460506201081,247.070802102302,0.175379896988214,0.634143912535504
"NR","F","2","18",0.619047619047573,0.116460506201081,247.070802102302,0.389665611273928,0.848429626821218
"PR","F","2","18",0.238095238095191,0.116460506201081,247.070802102297,0.00871323032154586,0.467477245868836
"NR","M","2","18",1.09523809523809,0.116460506201081,247.070802102293,0.865856087464449,1.32462010301174
"PR","M","2","18",0.238095238095236,0.116460506201081,247.07080210228,0.00871323032159105,0.467477245868881
"NR","F","1","19",0.542857142857282,0.127576092609604,247.070802102258,0.291581742970381,0.794132542744183
"PR","F","1","19",0.371428571428709,0.127576092609604,247.070802102258,0.120153171541808,0.62270397131561
"NR","M","1","19",0.285714285714241,0.116460506201081,247.070802102302,0.0563322779405959,0.515096293487886
"PR","M","1","19",0.380952380952335,0.116460506201081,247.070802102302,0.15157037317869,0.61033438872598
"NR","F","2","19",0.47619047619043,0.116460506201081,247.070802102302,0.246808468416785,0.705572483964075
"PR","F","2","19",0.214285714285667,0.116460506201081,247.070802102297,-0.0150962934879781,0.443667722059312
"NR","M","2","19",0.76190476190476,0.116460506201081,247.070802102288,0.532522754131115,0.991286769678405
"PR","M","2","19",0.238095238095236,0.116460506201081,247.070802102306,0.00871323032159185,0.46747724586888
"NR","F","1","20",0.428571428571567,0.127576092609605,247.070802102254,0.177296028684666,0.679846828458468
"PR","F","1","20",0.485714285714423,0.127576092609604,247.070802102258,0.234438885827522,0.736989685601324
"NR","M","1","20",0.357142857142811,0.116460506201081,247.070802102302,0.127760849369166,0.586524864916456
"PR","M","1","20",0.666666666666621,0.116460506201081,247.070802102297,0.437284658892976,0.896048674440266
"NR","F","2","20",0.190476190476143,0.116460506201081,247.070802102302,-0.0389058172975022,0.419858198249788
"PR","F","2","20",0.285714285714238,0.116460506201081,247.070802102297,0.0563322779405929,0.515096293487884
"NR","M","2","20",0.642857142857141,0.116460506201081,247.070802102288,0.413475135083496,0.872239150630786
"PR","M","2","20",0.14285714285714,0.116460506201082,247.07080210228,-0.0865248649165059,0.372239150630786
"NR","F","1","21",0.314285714285852,0.127576092609604,247.070802102258,0.0630103143989517,0.565561114172753
"PR","F","1","21",0.257142857142995,0.127576092609604,247.070802102258,0.00586745725609428,0.508418257029896
"NR","M","1","21",0.452380952380907,0.116460506201081,247.070802102302,0.222998944607261,0.681762960154552
"PR","M","1","21",0.404761904761859,0.116460506201081,247.070802102302,0.175379896988214,0.634143912535504
"NR","F","2","21",0.380952380952334,0.116460506201081,247.070802102302,0.151570373178689,0.610334388725979
"PR","F","2","21",0.166666666666619,0.116460506201081,247.070802102297,-0.0627153411070259,0.396048674440264
"NR","M","2","21",0.642857142857141,0.116460506201081,247.070802102297,0.413475135083496,0.872239150630786
"PR","M","2","21",0.214285714285712,0.116460506201081,247.070802102288,-0.0150962934879327,0.443667722059357
"NR","F","1","22",0.54285714285728,0.127576092609604,247.070802102258,0.291581742970379,0.794132542744181
"PR","F","1","22",0.257142857142995,0.127576092609604,247.070802102258,0.00586745725609411,0.508418257029895
"NR","M","1","22",0.309523809523764,0.116460506201081,247.070802102302,0.0801418017501189,0.538905817297409
"PR","M","1","22",0.285714285714239,0.116460506201081,247.070802102302,0.0563322779405941,0.515096293487885
"NR","F","2","22",0.428571428571382,0.116460506201081,247.070802102302,0.199189420797737,0.657953436345027
"PR","F","2","22",0.166666666666619,0.116460506201081,247.070802102297,-0.0627153411070263,0.396048674440264
"NR","M","2","22",0.595238095238094,0.116460506201081,247.070802102293,0.365856087464449,0.824620103011738
"PR","M","2","22",0.285714285714283,0.116460506201082,247.070802102293,0.0563322779406372,0.515096293487929
"NR","F","1","23",0.400000000000138,0.127576092609604,247.070802102258,0.148724600113237,0.651275399887039
"PR","F","1","23",0.428571428571566,0.127576092609604,247.070802102258,0.177296028684665,0.679846828458467
"NR","M","1","23",0.499999999999955,0.116460506201081,247.070802102302,0.270617992226309,0.7293820077736
"PR","M","1","23",0.309523809523764,0.116460506201081,247.070802102302,0.0801418017501187,0.538905817297408
"NR","F","2","23",0.523809523809477,0.116460506201081,247.070802102297,0.294427516035831,0.753191531583122
"PR","F","2","23",0.214285714285667,0.116460506201081,247.070802102297,-0.0150962934879783,0.443667722059312
"NR","M","2","23",0.738095238095236,0.116460506201081,247.070802102288,0.508713230321591,0.967477245868881
"PR","M","2","23",0.238095238095236,0.116460506201081,247.070802102271,0.00871323032159052,0.467477245868881
