"diet","sex","order","hour","emmean","SE","df","lower.CL","upper.CL"
"NR","M","1","4",0.642857142857159,0.294229233942457,172.470542100467,0.0621033567548673,1.22361092895945
"PR","M","1","4",0.952380952380969,0.294229233942457,172.470542100464,0.371627166278677,1.53313473848326
"NR","F","2","4",1.14285714285721,0.294229233942457,172.470542100464,0.562103356754917,1.7236109289595
"PR","F","2","4",1.00000000000007,0.294229233942457,172.470542100462,0.419246213897775,1.58075378610236
"NR","M","2","4",0.714285714285713,0.294229233942458,172.470542100473,0.13353192818342,1.29503950038801
"PR","M","2","4",1.11904761904762,0.294229233942459,172.470542100469,0.538293832945324,1.69980140514991
"NR","F","1","5",0.714285714285621,0.322311977015496,172.470542100452,0.0781018162761119,1.35046961229513
"PR","F","1","5",0.828571428571338,0.322311977015496,172.470542100452,0.192387530561829,1.46475532658085
"NR","M","1","5",0.333333333333349,0.294229233942457,172.470542100462,-0.247420452768943,0.914087119435641
"PR","M","1","5",0.714285714285731,0.294229233942457,172.470542100464,0.133531928183439,1.29503950038802
"NR","F","2","5",1.21428571428578,0.294229233942458,172.470542100464,0.633531928183488,1.79503950038807
"PR","F","2","5",0.690476190476257,0.294229233942457,172.470542100462,0.109722404373965,1.27122997657855
"NR","M","2","5",0.69047619047619,0.294229233942458,172.470542100473,0.109722404373897,1.27122997657848
"PR","M","2","5",0.904761904761904,0.294229233942459,172.470542100473,0.324008118659608,1.4855156908642
"NR","F","1","6",0.74285714285705,0.322311977015496,172.470542100452,0.106673244847541,1.37904104086656
"PR","F","1","6",0.942857142857051,0.322311977015496,172.470542100452,0.306673244847542,1.57904104086656
"NR","M","1","6",0.333333333333351,0.294229233942458,172.470542100469,-0.247420452768942,0.914087119435643
"PR","M","1","6",0.45238095238097,0.294229233942458,172.470542100469,-0.128372833721324,1.03313473848326
"NR","F","2","6",0.714285714285781,0.294229233942457,172.470542100464,0.13353192818349,1.29503950038807
"PR","F","2","6",0.547619047619115,0.294229233942458,172.470542100464,-0.0331347384831785,1.12837283372141
"NR","M","2","6",0.0714285714285714,0.294229233942458,172.470542100469,-0.509325214673721,0.652182357530864
"PR","M","2","6",0.357142857142857,0.294229233942458,172.470542100462,-0.223610928959436,0.937896643245151
"NR","F","1","7",0.342857142857047,0.322311977015496,172.470542100452,-0.293326755152462,0.979041040866557
"PR","F","1","7",0.428571428571336,0.322311977015496,172.470542100452,-0.207612469438173,1.06475532658085
"NR","M","1","7",0.428571428571445,0.294229233942458,172.470542100464,-0.152182357530848,1.00932521467374
"PR","M","1","7",0.571428571428588,0.294229233942457,172.470542100464,-0.00932521467370406,1.15218235753088
"NR","F","2","7",0.523809523809591,0.294229233942457,172.470542100464,-0.0569442622927009,1.10456330991188
"PR","F","2","7",0.428571428571495,0.294229233942457,172.470542100467,-0.152182357530796,1.00932521467379
"NR","M","2","7",0.238095238095237,0.294229233942458,172.470542100473,-0.342658548007055,0.81884902419753
"PR","M","2","7",0.595238095238095,0.294229233942456,172.470542100471,0.0144843091358048,1.17599188134038
"NR","F","1","8",0.657142857142767,0.322311977015496,172.470542100448,0.0209589591332577,1.29332675515228
"PR","F","1","8",0.742857142857051,0.322311977015496,172.47054210045,0.106673244847542,1.37904104086656
"NR","M","1","8",0.500000000000018,0.294229233942457,172.470542100467,-0.0807537861022743,1.08075378610231
"PR","M","1","8",0.500000000000016,0.294229233942457,172.470542100467,-0.0807537861022753,1.08075378610231
"NR","F","2","8",0.976190476190544,0.294229233942457,172.470542100462,0.395436690088252,1.55694426229284
"PR","F","2","8",0.595238095238161,0.294229233942457,172.470542100462,0.0144843091358692,1.17599188134045
"NR","M","2","8",0.285714285714285,0.294229233942457,172.470542100467,-0.295039500388006,0.866468071816576
"PR","M","2","8",0.333333333333333,0.294229233942459,172.470542100467,-0.247420452768961,0.914087119435627
"NR","F","1","9",0.714285714285623,0.322311977015496,172.470542100448,0.0781018162761147,1.35046961229513
"PR","F","1","9",0.942857142857051,0.322311977015496,172.470542100452,0.306673244847542,1.57904104086656
"NR","M","1","9",0.619047619047636,0.294229233942458,172.470542100464,0.0382938329453441,1.19980140514993
"PR","M","1","9",0.619047619047635,0.294229233942457,172.470542100467,0.0382938329453441,1.19980140514993
"NR","F","2","9",0.880952380952449,0.294229233942458,172.470542100462,0.300198594850156,1.46170616705474
"PR","F","2","9",0.8333333333334,0.294229233942458,172.470542100462,0.252579547231107,1.41408711943569
"NR","M","2","9",0.285714285714285,0.294229233942458,172.470542100464,-0.295039500388008,0.866468071816579
"PR","M","2","9",0.714285714285714,0.294229233942458,172.470542100467,0.133531928183421,1.29503950038801
"NR","F","1","10",0.799999999999908,0.322311977015496,172.47054210045,0.163816101990399,1.43618389800942
"PR","F","1","10",0.657142857142766,0.322311977015496,172.470542100452,0.0209589591332566,1.29332675515227
"NR","M","1","10",0.428571428571445,0.294229233942457,172.470542100464,-0.152182357530847,1.00932521467374
"PR","M","1","10",0.690476190476207,0.294229233942457,172.470542100467,0.109722404373916,1.2712299765785
"NR","F","2","10",0.880952380952447,0.294229233942457,172.470542100464,0.300198594850156,1.46170616705474
"PR","F","2","10",0.761904761904828,0.294229233942457,172.470542100462,0.181150975802537,1.34265854800712
"NR","M","2","10",0.404761904761904,0.294229233942458,172.470542100467,-0.175991881340389,0.985515690864197
"PR","M","2","10",0.738095238095237,0.294229233942457,172.470542100464,0.157341451992947,1.31884902419753
"NR","F","1","11",0.999999999999908,0.322311977015496,172.47054210045,0.363816101990399,1.63618389800942
"PR","F","1","11",1.25714285714277,0.322311977015496,172.470542100452,0.620958959133256,1.89332675515227
"NR","M","1","11",0.571428571428589,0.294229233942457,172.470542100469,-0.0093252146737024,1.15218235753088
"PR","M","1","11",0.809523809523827,0.294229233942458,172.470542100469,0.228770023421534,1.39027759562612
"NR","F","2","11",0.928571428571496,0.294229233942457,172.470542100467,0.347817642469204,1.50932521467379
"PR","F","2","11",1.3333333333334,0.294229233942457,172.470542100469,0.752579547231109,1.91408711943569
"NR","M","2","11",0.642857142857142,0.294229233942457,172.470542100473,0.0621033567548503,1.22361092895943
"PR","M","2","11",0.904761904761905,0.294229233942457,172.470542100483,0.324008118659614,1.4855156908642
"NR","F","1","12",1.42857142857134,0.322311977015496,172.47054210045,0.792387530561832,2.06475532658085
"PR","F","1","12",1.77142857142848,0.322311977015496,172.470542100452,1.13524467341897,2.40761246943799
"NR","M","1","12",1.54761904761906,0.294229233942457,172.470542100469,0.966865261516772,2.12837283372136
"PR","M","1","12",1.35714285714287,0.294229233942457,172.470542100464,0.776389071040583,1.93789664324517
"NR","F","2","12",2.04761904761911,0.294229233942457,172.470542100464,1.46686526151682,2.62837283372141
"PR","F","2","12",2.50000000000007,0.294229233942458,172.470542100464,1.91924621389777,3.08075378610236
"NR","M","2","12",1.61904761904762,0.294229233942458,172.470542100464,1.03829383294533,2.19980140514991
"PR","M","2","12",2.28571428571428,0.294229233942458,172.470542100475,1.70496049961199,2.86646807181658
"NR","F","1","13",2.42857142857133,0.322311977015496,172.47054210045,1.79238753056182,3.06475532658084
"PR","F","1","13",3.2857142857142,0.322311977015496,172.47054210045,2.64953038770469,3.92189818372371
"NR","M","1","13",2.57142857142859,0.294229233942458,172.470542100464,1.9906747853263,3.15218235753088
"PR","M","1","13",3.66666666666668,0.294229233942458,172.470542100469,3.08591288056439,4.24742045276897
"NR","F","2","13",4.47619047619055,0.294229233942458,172.470542100464,3.89543669008825,5.05694426229284
"PR","F","2","13",4.30952380952387,0.294229233942457,172.470542100467,3.72877002342158,4.89027759562616
"NR","M","2","13",3.95238095238095,0.294229233942458,172.470542100469,3.37162716627866,4.53313473848324
"PR","M","2","13",3.80952380952381,0.294229233942458,172.47054210046,3.22877002342152,4.3902775956261
"NR","F","1","14",2.51428571428562,0.322311977015496,172.470542100452,1.87810181627611,3.15046961229513
"PR","F","1","14",3.45714285714277,0.322311977015496,172.47054210045,2.82095895913326,4.09332675515228
"NR","M","1","14",3.26190476190478,0.294229233942457,172.470542100464,2.68115097580249,3.84265854800707
"PR","M","1","14",4.02380952380954,0.294229233942457,172.470542100467,3.44305573770725,4.60456330991183
"NR","F","2","14",3.52380952380959,0.294229233942457,172.470542100467,2.9430557377073,4.10456330991188
"PR","F","2","14",4.35714285714292,0.294229233942457,172.470542100469,3.77638907104063,4.93789664324521
"NR","M","2","14",2.88095238095238,0.294229233942458,172.470542100471,2.30019859485009,3.46170616705467
"PR","M","2","14",3.97619047619048,0.294229233942457,172.470542100475,3.39543669008818,4.55694426229277
"NR","F","1","15",2.65714285714276,0.322311977015496,172.470542100452,2.02095895913325,3.29332675515227
"PR","F","1","15",3.25714285714277,0.322311977015496,172.47054210045,2.62095895913326,3.89332675515228
"NR","M","1","15",3.00000000000001,0.294229233942457,172.470542100464,2.41924621389772,3.58075378610231
"PR","M","1","15",3.35714285714287,0.294229233942457,172.470542100467,2.77638907104058,3.93789664324516
"NR","F","2","15",3.23809523809531,0.294229233942457,172.470542100467,2.65734145199301,3.8188490241976
"PR","F","2","15",4.42857142857149,0.294229233942457,172.470542100462,3.8478176424692,5.00932521467378
"NR","M","2","15",2.19047619047619,0.294229233942458,172.470542100467,1.6097224043739,2.77122997657848
"PR","M","2","15",3.80952380952381,0.294229233942457,172.470542100473,3.22877002342152,4.3902775956261
"NR","F","1","16",2.28571428571419,0.322311977015496,172.47054210045,1.64953038770468,2.9218981837237
"PR","F","1","16",3.02857142857134,0.322311977015496,172.47054210045,2.39238753056183,3.66475532658085
"NR","M","1","16",2.54761904761906,0.294229233942458,172.470542100467,1.96686526151677,3.12837283372136
"PR","M","1","16",2.83333333333335,0.294229233942457,172.470542100467,2.25257954723106,3.41408711943564
"NR","F","2","16",2.9285714285715,0.294229233942457,172.470542100462,2.3478176424692,3.50932521467379
"PR","F","2","16",4.00000000000007,0.294229233942457,172.470542100462,3.41924621389777,4.58075378610236
"NR","M","2","16",1.64285714285714,0.294229233942458,172.470542100464,1.06210335675485,2.22361092895943
"PR","M","2","16",4.16666666666667,0.294229233942457,172.470542100473,3.58591288056438,4.74742045276896
"NR","F","1","17",2.14285714285705,0.322311977015496,172.470542100452,1.50667324484754,2.77904104086656
"PR","F","1","17",2.25714285714277,0.322311977015496,172.47054210045,1.62095895913326,2.89332675515228
"NR","M","1","17",2.09523809523811,0.294229233942457,172.470542100467,1.51448430913582,2.6759918813404
"PR","M","1","17",2.21428571428573,0.294229233942458,172.470542100467,1.63353192818344,2.79503950038802
"NR","F","2","17",2.69047619047626,0.294229233942457,172.470542100464,2.10972240437397,3.27122997657855
"PR","F","2","17",3.26190476190483,0.294229233942457,172.470542100464,2.68115097580253,3.84265854800712
"NR","M","2","17",1.85714285714286,0.294229233942457,172.470542100467,1.27638907104056,2.43789664324515
"PR","M","2","17",3.59523809523809,0.294229233942458,172.470542100467,3.0144843091358,4.17599188134039
"NR","F","1","18",1.28571428571419,0.322311977015496,172.47054210045,0.649530387704683,1.9218981837237
"PR","F","1","18",2.45714285714277,0.322311977015496,172.47054210045,1.82095895913326,3.09332675515227
"NR","M","1","18",2.42857142857145,0.294229233942458,172.470542100464,1.84781764246915,3.00932521467374
"PR","M","1","18",2.19047619047621,0.294229233942458,172.470542100467,1.60972240437391,2.7712299765785
"NR","F","2","18",2.14285714285721,0.294229233942457,172.470542100464,1.56210335675492,2.7236109289595
"PR","F","2","18",3.28571428571435,0.294229233942458,172.470542100467,2.70496049961206,3.86646807181664
"NR","M","2","18",1.64285714285714,0.294229233942458,172.470542100462,1.06210335675485,2.22361092895944
"PR","M","2","18",3.52380952380952,0.294229233942458,172.470542100471,2.94305573770723,4.10456330991182
"NR","F","1","19",1.37142857142848,0.322311977015496,172.470542100452,0.735244673418972,2.00761246943799
"PR","F","1","19",2.02857142857134,0.322311977015496,172.47054210045,1.39238753056183,2.66475532658085
"NR","M","1","19",1.50000000000002,0.294229233942457,172.470542100462,0.919246213897726,2.08075378610231
"PR","M","1","19",1.2857142857143,0.294229233942457,172.470542100467,0.704960499612012,1.86646807181659
"NR","F","2","19",1.54761904761911,0.294229233942457,172.470542100464,0.966865261516822,2.12837283372141
"PR","F","2","19",2.28571428571435,0.294229233942457,172.470542100464,1.70496049961206,2.86646807181664
"NR","M","2","19",0.88095238095238,0.294229233942458,172.470542100467,0.300198594850087,1.46170616705467
"PR","M","2","19",2.47619047619048,0.294229233942457,172.470542100462,1.89543669008818,3.05694426229277
"NR","F","1","20",1.28571428571419,0.322311977015496,172.47054210045,0.649530387704685,1.9218981837237
"PR","F","1","20",1.65714285714277,0.322311977015496,172.47054210045,1.02095895913326,2.29332675515227
"NR","M","1","20",1.16666666666668,0.294229233942457,172.470542100464,0.585912880564391,1.74742045276897
"PR","M","1","20",1.02380952380954,0.294229233942457,172.470542100464,0.443055737707249,1.60456330991183
"NR","F","2","20",1.04761904761911,0.294229233942457,172.470542100464,0.466865261516822,1.62837283372141
"PR","F","2","20",1.50000000000007,0.294229233942457,172.470542100464,0.919246213897775,2.08075378610236
"NR","M","2","20",0.928571428571427,0.294229233942457,172.470542100469,0.347817642469136,1.50932521467372
"PR","M","2","20",1.80952380952381,0.294229233942457,172.470542100467,1.22877002342152,2.3902775956261
"NR","F","1","21",1.02857142857134,0.322311977015496,172.470542100448,0.39238753056183,1.66475532658085
"PR","F","1","21",1.59999999999991,0.322311977015496,172.470542100452,0.963816101990398,2.23618389800942
"NR","M","1","21",1.07142857142859,0.294229233942457,172.470542100464,0.490674785326295,1.65218235753088
"PR","M","1","21",1.00000000000002,0.294229233942457,172.470542100469,0.419246213897725,1.58075378610231
"NR","F","2","21",0.928571428571495,0.294229233942457,172.470542100464,0.347817642469203,1.50932521467379
"PR","F","2","21",1.88095238095245,0.294229233942457,172.470542100467,1.30019859485016,2.46170616705474
"NR","M","2","21",0.619047619047618,0.294229233942458,172.470542100473,0.038293832945326,1.19980140514991
"PR","M","2","21",1.83333333333333,0.294229233942456,172.470542100483,1.25257954723104,2.41408711943562
"NR","F","1","22",1.62857142857134,0.322311977015496,172.470542100448,0.992387530561828,2.26475532658085
"PR","F","1","22",1.22857142857134,0.322311977015496,172.470542100452,0.592387530561828,1.86475532658085
"NR","M","1","22",0.666666666666684,0.294229233942457,172.470542100464,0.0859128805643929,1.24742045276898
"PR","M","1","22",1.19047619047621,0.294229233942457,172.470542100467,0.609722404373915,1.7712299765785
"NR","F","2","22",1.50000000000007,0.294229233942457,172.470542100467,0.919246213897776,2.08075378610236
"PR","F","2","22",1.64285714285721,0.294229233942457,172.470542100462,1.06210335675492,2.2236109289595
"NR","M","2","22",0.547619047619047,0.294229233942457,172.470542100477,-0.0331347384832444,1.12837283372134
"PR","M","2","22",1.71428571428571,0.294229233942457,172.470542100473,1.13353192818342,2.295039500388
"NR","F","1","23",1.62857142857133,0.322311977015496,172.47054210045,0.992387530561822,2.26475532658084
"PR","F","1","23",2.19999999999991,0.322311977015496,172.47054210045,1.5638161019904,2.83618389800942
"NR","M","1","23",1.83333333333335,0.294229233942457,172.470542100462,1.25257954723106,2.41408711943564
"PR","M","1","23",1.42857142857144,0.294229233942457,172.470542100464,0.847817642469154,2.00932521467374
"NR","F","2","23",2.00000000000007,0.294229233942457,172.470542100464,1.41924621389777,2.58075378610236
"PR","F","2","23",3.00000000000007,0.294229233942457,172.470542100467,2.41924621389777,3.58075378610236
"NR","M","2","23",1.19047619047619,0.294229233942458,172.470542100464,0.609722404373897,1.77122997657848
"PR","M","2","23",2.26190476190476,0.294229233942457,172.470542100475,1.68115097580247,2.84265854800705
